parameter,word
mM,sy
mF,ru
mMeB,che tió
mFeB,che tió
mMeZ,che sy r-yke
mMyZ,che sy kypy'y
mFeZ,che r-u r-eindy
meB,che ryke'y
myB,che ryvý
mZ,che reindý
mMBeS,che primo
mMeBS,che primo
mMyBS,che primo
mFBeS,che primo
mFeBS,che primo
mFyBS,che primo
mMZeS,che primo
mMeZS,che primo
mMyZS,che primo
mFZeS,che primo
mFeZS,che primo
mFyZS,che primo
mMBeD,che tío r-ajy
mMeBD,che tío r-ajy
mMyBD,che tío r-ajy
mFBeD,che tío r-ajy
mFeBD,che tío r-ajy
mFyBD,che tío r-ajy
mMZeD,che tío r-ajy
mMeZD,che tío r-ajy
mMyZD,che tío r-ajy
mFZeD,che tío r-ajy
mFeZD,che tío r-ajy
mFyZD,che tío r-ajy
fB,che kyvý
feZ,che ryké
fyZ,che kypy'y
fMBeD,sɨkɨpɨʔɨ-meᵐbɨ
fMeBD,sɨkɨpɨʔɨ-meᵐbɨ
fMyBD,sɨkɨpɨʔɨ-meᵐbɨ
fFBeD,sɨkɨpɨʔɨ-meᵐbɨ
fFeBD,sɨkɨpɨʔɨ-meᵐbɨ
fFyBD,sɨkɨpɨʔɨ-meᵐbɨ
fMZeD,che tía memby
fMeZD,che tía memby
fMyZD,che tía memby
fFZeD,che tía memby
fFeZD,che tía memby
fFyZD,che tía memby
