parameter,word
mM,hina-
mF,dama-
mMeB,úte
mFeB,úte
mMeZ,masina
mFeZ,masina
meZ,kábayán
mMBeS,kasinsin
mMeBS,kasinsin
mMyBS,kasinsin
mFBeS,kasinsin
mFeBS,kasinsin
mFyBS,kasinsin
mMZeS,kasinsin
mMeZS,kasinsin
mMyZS,kasinsin
mFZeS,kasinsin
mFeZS,kasinsin
mFyZS,kasinsin
mMBeD,kasinsin
mMeBD,kasinsin
mMyBD,kasinsin
mFBeD,kasinsin
mFeBD,kasinsin
mFyBD,kasinsin
mMZeD,kasinsin
mMeZD,kasinsin
mMyZD,kasinsin
mFZeD,kasinsin
mFeZD,kasinsin
mFyZD,kasinsin
feB,kalakyán
feZ,kaka-
fyZ,wagi
