parameter,word
mM,yiin
mF,haam
mMeB,pwi-
mFeB,haam
mMeZ,yiin
mFeZ,yiin
meZ,mwéngeyáng
mMBeS,nawú-
mMeBS,nawú-
mMyBS,nawú-
mFBeS,pwi-
mFeBS,pwi-
mFyBS,pwi-
mMZeS,pwi-
mMeZS,pwi-
mMyZS,pwi-
mFZeS,haam
mFeZS,haam
mFyZS,haam
mMBeD,nawú-
mMeBD,nawú-
mMyBD,nawú-
mFBeD,mwéngeyáng
mFeBD,mwéngeyáng
mFyBD,mwéngeyáng
mMZeD,mwéngeyáng
mMeZD,mwéngeyáng
mMyZD,mwéngeyáng
mFZeD,yiin
mFeZD,yiin
mFyZD,yiin
fMeB,mwéngeyáng
feB,mwéngeyáng
feZ,pwi-
fFBeS,mwéngeyáng
fFeBS,mwéngeyáng
fFyBS,mwéngeyáng
fMZeS,mwéngeyáng
fMeZS,mwéngeyáng
fMyZS,mwéngeyáng
fFBeD,pwi-
fFeBD,pwi-
fFyBD,pwi-
fMZeD,pwi-
fMeZD,pwi-
fMyZD,pwi-
