parameter,word
mM,mater
mF,pater
mMeB,avunculus
mFeB,patruus
mMeZ,matertera
meB,frater
meZ,soror
mMBeS,consobrinus
mMeBS,consobrinus
mMyBS,consobrinus
mFBeS,patruelis
mFeBS,patruelis
mFyBS,patruelis
mMZeS,matruelis
mMeZS,matruelis
mMyZS,matruelis
mFZeS,amitinus
mFeZS,amitinus
mFyZS,amitinus
mMBeD,consobrinus
mMeBD,consobrinus
mMyBD,consobrinus
mFBeD,patruelis
mFeBD,patruelis
mFyBD,patruelis
mMZeD,matruelis
mMeZD,matruelis
mMyZD,matruelis
mFZeD,amitinus
mFeZD,amitinus
mFyZD,amitinus
fFeZ,amita
