parameter,word
mM,whaene
mF,matua
mMeB,matua kēkē
mFeB,matua kēkē
mMeZ,whaea kēkē
mFeZ,whaea kēkē
meB,tuākana
myB,teina
meZ,kauaemua
myZ,teina
mMeBS,tuakana
mMyBS,teina
mFeBS,tuakana
mFyBS,teina
mMeZS,tuakana
mMyZS,teina
mFeZS,tuakana
mFyZS,teina
mMBeD,tuahine
mMByD,teina
mMeBD,tuahine
mMyBD,tuahine
mFBeD,tuahine
mFeBD,tuahine
mFyBD,tuahine
mMZeD,tuahine
mMeZD,tuahine
mMyZD,tuahine
mFZeD,tuahine
mFeZD,tuahine
mFyZD,tuahine
feB,kauaemua
fMBeS,tungāne
fMeBS,tungāne
fMyBS,tungāne
fFBeS,tungāne
fFeBS,tungāne
fFyBS,tungāne
fMZeS,tungāne
fMZyS,teina
fMeZS,tungāne
fMyZS,tungāne
fFZeS,tungāne
fFeZS,tungāne
fFyZS,tungāne
fMeBD,tuakana
fMyBD,teina
fFeBD,tuakana
fFyBD,teina
fMeZD,tuakana
fMyZD,teina
fFeZD,tuakana
fFyZD,teina
