parameter,word
mM,mama
mF,yawʔge-xna
mMeB,apgɨṣɨ
mFeB,anamɨn
mMeZ,apɨṣɨ-c̷ɨm
mFeZ,anamɨn-c̷ɨm
meB,ukɨčɨ
myB,c̷awne-xna
meZ,ugɨpa-c̷ɨm
mMBeS,wɨkɨna
mMeBS,wɨkɨna
mMyBS,wɨkɨna
mFBeS,wɨkɨna
mFeBS,wɨkɨna
mFyBS,wɨkɨna
mMZeS,wɨkɨna
mMeZS,wɨkɨna
mMyZS,wɨkɨna
mFZeS,wɨkɨna
mFeZS,wɨkɨna
mFyZS,wɨkɨna
mMBeD,wɨkɨna
mMeBD,wɨkɨna
mMyBD,wɨkɨna
mFBeD,wɨkɨna
mFeBD,wɨkɨna
mFyBD,wɨkɨna
mMZeD,wɨkɨna
mMeZD,wɨkɨna
mMyZD,wɨkɨna
mFZeD,wɨkɨna
mFeZD,wɨkɨna
mFyZD,wɨkɨna
