parameter,word
mM,ebel
mF,emen
mMeB,bubal wac̄
mFeB,ʕeʕe
mMeZ,bubal yac̄
mFeZ,dadal yac̄
meB,wac̄
myB,tʼinaw wac̄
meZ,yac̄
myZ,tʼinay yac̄
mMBeS,yacaʕal
mMeBS,yacaʕal
mMyBS,yacaʕal
mFBeS,yacaʕal
mFeBS,yacaʕal
mFyBS,yacaʕal
mMZeS,yacaʕal
mMeZS,yacaʕal
mMyZS,yacaʕal
mFZeS,yacaʕal
mFeZS,yacaʕal
mFyZS,yacaʕal
mMBeD,yacaʕal
mMeBD,yacaʕal
mMyBD,yacaʕal
mFBeD,yacaʕal
mFeBD,yacaʕal
mFyBD,yacaʕal
mMZeD,yacaʕal
mMeZD,yacaʕal
mMyZD,yacaʕal
mFZeD,yacaʕal
mFeZD,yacaʕal
mFyZD,yacaʕal
fFeB,гІегІе
