parameter,word
mM,mama
mF,baba
mMeB,mjomba
mFeB,baba mkulu
mFyB,baba mdodo
mMeZ,mai mkulu
mMyZ,mai mdodo
mFeZ,mama shangazi
meB,kulu
myB,mdodo
mMBeS,mtani
mMeBS,mtani
mMyBS,mtani
mFBeS,mwana
mFeBS,mwana
mFyBS,mwana
mMZeS,kulu
mMeZS,kulu
mMyZS,kulu
mFZeS,mtani
mFeZS,mtani
mFyZS,mtani
mMBeD,mtani
mMeBD,mtani
mMyBD,mtani
mFBeD,mwana
mFeBD,mwana
mFyBD,mwana
mMZeD,lumbu
mMeZD,lumbu
mMyZD,lumbu
mFZeD,mtani
mFeZD,mtani
mFyZD,mtani
fB,lumbu
feZ,kulu
fyZ,mdodo
fMZeS,lumbu
fMeZS,lumbu
fMyZS,lumbu
fMZeD,kulu
fMeZD,kulu
fMyZD,kulu
