parameter,word
mM,tina-na
mF,tama-na
mMeB,buhina
mFeB,buhina
mMeZ,tinana karokarovo
mFeZ,tinana karokarovo
meZ,vavene-na
mMBeS,tasi-na karokarovo
mMeBS,tasi-na karokarovo
mMyBS,tasi-na karokarovo
mFBeS,tasi-na karokarovo
mFeBS,tasi-na karokarovo
mFyBS,tasi-na karokarovo
mMZeS,tasi-na karokarovo
mMeZS,tasi-na karokarovo
mMyZS,tasi-na karokarovo
mFZeS,tasi-na karokarovo
mFeZS,tasi-na karokarovo
mFyZS,tasi-na karokarovo
mMBeD,tasi-na karokarovo
mMeBD,tasi-na karokarovo
mMyBD,tasi-na karokarovo
mFBeD,tasi-na karokarovo
mFeBD,tasi-na karokarovo
mFyBD,tasi-na karokarovo
mMZeD,tasi-na karokarovo
mMeZD,tasi-na karokarovo
mMyZD,tasi-na karokarovo
mFZeD,tasi-na karokarovo
mFeZD,tasi-na karokarovo
mFyZD,tasi-na karokarovo
feB,tasi-na
feZ,tasi-na
