parameter,word
mM,iyu
mF,ɑbu
mMeB,iyus ɨs
mFeB,ɑbus ɨs
mMeZ,iyus ɨs
mFeZ,ɑbus ɨs
meB,ɨs
myB,ieru ɨs
meZ,сuyab ɨs
myZ,yieru ɨs
mMBeS,yacʕal
mMeBS,yacʕal
mMyBS,yacʕal
mFBeS,yacʕal
mFeBS,yacʕal
mFyBS,yacʕal
mMZeS,yacʕal
mMeZS,yacʕal
mMyZS,yacʕal
mFZeS,yacʕal
mFeZS,yacʕal
mFyZS,yacʕal
mMBeD,yacʕal
mMeBD,yacʕal
mMyBD,yacʕal
mFBeD,yacʕal
mFeBD,yacʕal
mFyBD,yacʕal
mMZeD,yacʕal
mMeZD,yacʕal
mMyZD,yacʕal
mFZeD,yacʕal
mFeZD,yacʕal
mFyZD,yacʕal
