parameter,word
mM,usan
mF,uyepotorï
mMeB,umui
mFeB,papai
mMeZ,amai
mFeZ,uwaɂnin
meB,urui
myB,uyakon
meZ,uyenaru
myZ,maɂnon
mMBeS,
mMeBS,
mMyBS,
mFBeS,urui
mFByS,uyakon
mFeBS,
mFyBS,
mMZeS,urui
mMZyS,uyakon
mMeZS,
mMyZS,
mFZeS,
mFeZS,
mFyZS,
mMBeD,naɂnai
mMByD,
mMeBD,
mMyBD,
mFBeD,naɂnai
mFByD,
mFeBD,
mFyBD,
mMZeD,naɂnai
mMZyD,
mMeZD,
mMyZD,
mFZeD,naɂnai
mFZyD,
mFeZD,
mFyZD,
feB,uyaɂyeketï
fyB,moyi
feZ,upasi
fyZ,uyakon
fMBeS,pipi
fMByS,
fFBeS,pipi
fFByS,
fMZeS,pipi
fMZyS,
fFZeS,pipi
fFZyS,
fMBeD,upasi
fMByD,uyakon
fFBeD,upasi
fFByD,uyakon
fMZeD,
fFZeD,
