parameter,word
mM,in-nahʼ
mF,in-täʼ-che
mMeB,we-jaʼ-ga
mFeB,in-täʼ-che
mMeZ,inʼ-uaw
mFeZ,we-jeʼ-me
meB,we-sheʼ-lä
myB,we-sonʼ-kä
mMBeS,we-jaʼ-ga
mFBeS,we-chinʼ-to
mFByS,we-sonʼ-kä
mMZeS,we-sheʼ-lä
mMZyS,we-sonʼ-kä
mFZeS,we-choseʼ-kä
mFZyS,we-choseʼ-kǎ
mMBeD,in-nahʼ
mFBeD,we-tunʼ-ka
mMZeD,we-tunʼ-ka
mFZeD,we-cheʼ-zho
feB,we-chinʼ-to
feZ,we-shoʼ-la
fyZ,we-tunʼ-ka
fMZeS,we-chinʼ-to
fMZyS,we-sonʼkä
fFZeS,we-shenʼ-kä
fFZyS,we-shénʼ-kä
fFBeD,we-shoʼ-ka
fFByD,we-tunʼ-ka
fMZeD,we-shoʼ-la
fMZyD,we-tunʼ-ka
fFZeD,we-shonʼ-ka
