parameter,word
mM,mātar-
mF,pitar-
meB,brātar-
meZ,xʷaŋhar-
mMBeS,tūirya-duɣðar-
mMeBS,tūirya-duɣðar-
mMyBS,tūirya-duɣðar-
mFBeS,tūirya-duɣðar-
mFeBS,tūirya-duɣðar-
mFyBS,tūirya-duɣðar-
mMZeS,tūirya-duɣðar-
mMeZS,tūirya-duɣðar-
mMyZS,tūirya-duɣðar-
mFZeS,tūirya-duɣðar-
mFeZS,tūirya-duɣðar-
mFyZS,tūirya-duɣðar-
mMBeD,tūirya-duɣðar-
mMeBD,tūirya-duɣðar-
mMyBD,tūirya-duɣðar-
mFBeD,tūirya-duɣðar-
mFeBD,tūirya-duɣðar-
mFyBD,tūirya-duɣðar-
mMZeD,tūirya-duɣðar-
mMeZD,tūirya-duɣðar-
mMyZD,tūirya-duɣðar-
mFZeD,tūirya-duɣðar-
mFeZD,tūirya-duɣðar-
mFyZD,tūirya-duɣðar-
