parameter,word
mM,neeʼ-goos
mF,nohˑ
mMeB,nee-zeethʼ
mFeB,nä-jäʼ-kuʼ
mMeZ,n'-gukʼ
mFeZ,no-muthsʼ
meB,n'-tä-kun
myB,n'-hˑi-sumʼ
meZ,nä-meesʼ
myZ,n'-hˑi-sumʼ
mMBeS,n'-dä-kwusʼ
mMByS,n'-dä-kwus
mFBeS,n'-donkʼ
mFByS,n'-da-kwusʼ
mMZeS,ne-tä-kunʼ
mMZyS,n'-hˑi-sumʼ
mFZeS,n'-dä-kwusʼ
mFZyS,n'-da-kwusʼ
mMBeD,n'-dä-kwus-ohʼ-kwä-oh
mFBeD,n'-dä-kwus-ohˑʼ-kwä-oh
mFByD,n'-dä-kwus-hˑ-kwä-oh
mMZeD,na-meseʼ
mMZyD,n'-hˑi-sumʼ
mFZeD,n'-dä-kwus-ohʼ-kwä-oh
feB,n'-tä-kunʼ
fMBeS,n'-donkʼ
fFZeS,n'-donkʼ
fMBeD,n'-ko-kwäʼ
fFBeD,n'-ko-kwäʼ
fFByD,n'-koʼ-kwä
fMZyD,n'hˑi-sum
fFZeD,n'-ko-kwäʼ
