parameter,word
mM,papa
mF,zeze
mMeB,zrõã
mFeB,zrõã
mMeZ,a'pipi
mFeZ,a'pipi
meB,ǰa'ba
myB,ǰa'ba tẽã-be'ma
meZ,ǰa'ba ũ'ẽrã
myZ,ǰa'ba ũ'ẽrã tẽã-be'ma
mMBeS,ǰaba-kau
mMeBS,ǰaba-kau
mMyBS,ǰaba-kau
mFBeS,ǰaba-kau
mFeBS,ǰaba-kau
mFyBS,ǰaba-kau
mMZeS,ǰaba-kau
mMeZS,ǰaba-kau
mMyZS,ǰaba-kau
mFZeS,ǰaba-kau
mFeZS,ǰaba-kau
mFyZS,ǰaba-kau
mMBeD,ǰaba-kau
mMeBD,ǰaba-kau
mMyBD,ǰaba-kau
mFBeD,ǰaba-kau
mFeBD,ǰaba-kau
mFyBD,ǰaba-kau
mMZeD,ǰaba-kau
mMeZD,ǰaba-kau
mMyZD,ǰaba-kau
mFZeD,ǰaba-kau
mFeZD,ǰaba-kau
mFyZD,ǰaba-kau
