parameter,word
mM,ila
mF,ima
mMeB,iluƛi woc̄i
mFeB,imuy woc̄i
mMeZ,iluƛi yoc̄i (yec̄i)
mFeZ,imuy yoc̄i (yec̄i)
meB,woc̄i
myB,mičʼi woc̄i
meZ,yoc̄i
myZ,mičʼi yec̄i (yoc̄i)
mMBeS,yacʔal
mMeBS,yacʔal
mMyBS,yacʔal
mFBeS,yacʔal
mFeBS,yacʔal
mFyBS,yacʔal
mMZeS,yacʔal
mMeZS,yacʔal
mMyZS,yacʔal
mFZeS,yacʔal
mFeZS,yacʔal
mFyZS,yacʔal
mMBeD,yacʔal
mMeBD,yacʔal
mMyBD,yacʔal
mFBeD,yacʔal
mFeBD,yacʔal
mFyBD,yacʔal
mMZeD,yacʔal
mMeZD,yacʔal
mMyZD,yacʔal
mFZeD,yacʔal
mFeZD,yacʔal
mFyZD,yacʔal
fFBeD,йацъал
fFeBD,йацъал
fFyBD,йацъал
