parameter,word
mM,niš
mF,dat̄e
mMeB,dat̄iq’ar
mFeB,dat̄iq’ar
mMeZ,šiq’an
mFeZ,šiq’an
meB,uc̄e
myB,nikʼel uc̄e
meZ,ruc̄e
myZ,nikʼel ruc̄e
mMBeS,ruc̄iq’ar
mMeBS,ruc̄iq’ar
mMyBS,ruc̄iq’ar
mFBeS,ruc̄iq’ar
mFeBS,ruc̄iq’ar
mFyBS,ruc̄iq’ar
mMZeS,ruc̄iq’ar
mMeZS,ruc̄iq’ar
mMyZS,ruc̄iq’ar
mFZeS,ruc̄iq’ar
mFeZS,ruc̄iq’ar
mFyZS,ruc̄iq’ar
mMBeD,ruc̄iq’ar
mMeBD,ruc̄iq’ar
mMyBD,ruc̄iq’ar
mFBeD,ruc̄iq’ar
mFeBD,ruc̄iq’ar
mFyBD,ruc̄iq’ar
mMZeD,ruc̄iq’ar
mMeZD,ruc̄iq’ar
mMyZD,ruc̄iq’ar
mFZeD,ruc̄iq’ar
mFeZD,ruc̄iq’ar
mFyZD,ruc̄iq’ar
