parameter,word
mM,na-ke-͡ahʼ
mF,ne-thaʼ-na
mMeB,naʼ-see
mFeB,ne-thaʼ-na
mMeZ,naʼ-nä
mFeZ,na-haʼ
meZ,naʼ-be
myZ,na-be-ǎ
mMBeS,nǎʼ-thǎ-hǎ
mMByS,taʼ-yä
mFBeS,nǎʼ-thǎ-hǎ
mFByS,taʼ-yä
mMZeS,nǎʼ-thǎ-hǎ
mMZyS,taʼ-yä
mFZeS,nǎʼ-thǎ-hǎ
mFZyS,taʼ-yǎ
mMBeD,naʼ-he
mMByD,naʼ-he-ǎ
mFBeD,naʼ-be
mFByD,na-be-ǎʼ
mMZeD,naʼ-be
mMZyD,naʼ-be-ǎ
mFZeD,naʼ-be
mFZyD,naʼ-be-ä
feB,naʼ-thǎ-hǎ
fyB,taʼ-yä
fyZ,naʼ-be-ǎ
fMZeS,naʼ-thǎ-hǎ
fFZyS,taʼ-yä
fMByD,naʼ-be-ǎ
fFByD,naʼ-be-ǎ
fFZyD,naʼ-be-ǎ
