parameter,word
mM,dukug
mF,apag
mMeB,yac̷u-t
mFeB,apa-'hu yači
mMeZ,uma-yui
mFeZ,apa-'hu uma-yi
meB,yac̷u-g
meZ,uba-g
mMBeS,i'ka 'yac̷u-t
mMeBS,i'ka 'yac̷u-t
mMyBS,i'ka 'yac̷u-t
mFBeS,i'ka 'yac̷u-t
mFeBS,i'ka 'yac̷u-t
mFyBS,i'ka 'yac̷u-t
mMZeS,i'ka 'yac̷u-t
mMeZS,i'ka 'yac̷u-t
mMyZS,i'ka 'yac̷u-t
mFZeS,i'ka 'yac̷u-t
mFeZS,i'ka 'yac̷u-t
mFyZS,i'ka 'yac̷u-t
mMBeD,i'ka 'yac̷u-t
mMeBD,i'ka 'yac̷u-t
mMyBD,i'ka 'yac̷u-t
mFBeD,i'ka 'yac̷u-t
mFeBD,i'ka 'yac̷u-t
mFyBD,i'ka 'yac̷u-t
mMZeD,i'ka 'yac̷u-t
mMeZD,i'ka 'yac̷u-t
mMyZD,i'ka 'yac̷u-t
mFZeD,i'ka 'yac̷u-t
mFeZD,i'ka 'yac̷u-t
mFyZD,i'ka 'yac̷u-t
fM,duku
fF,apa-g
