parameter,word
mM,risi-
mF,etma-
mMeB,mata-
mFeB,etma-
mMeZ,risi-
mFeZ,risi-
meZ,natahen
mMBeS,nega
mMeBS,nega
mMyBS,nega
mFBeS,etwa-
mFeBS,etwa-
mFyBS,etwa-
mMZeS,ega-
mMeZS,ega-
mMyZS,ega-
mFZeS,natahen
mFeZS,natahen
mFyZS,natahen
mMBeD,nega
mMeBD,nega
mMyBD,nega
mFBeD,nega
mFeBD,nega
mFyBD,nega
mMZeD,ega-
mMeZD,ega-
mMyZD,ega-
mFZeD,ega-
mFeZD,ega-
mFyZD,ega-
feB,nataman
feZ,etwa-
fMBeS,natamn-
fMeBS,natamn-
fMyBS,natamn-
fFBeS,nataman
fFeBS,nataman
fFyBS,nataman
fMZeS,nega
fMeZS,nega
fMyZS,nega
fFZeS,etwa-
fFeZS,etwa-
fFyZS,etwa-
fMBeD,natamn-
fMeBD,natamn-
fMyBD,natamn-
fFBeD,natamn-
fFeBD,natamn-
fFyBD,natamn-
fMZeD,nega
fMeZD,nega
fMyZD,nega
fFZeD,nega
fFeZD,nega
fFyZD,nega
