parameter,word
mM,àmʌ
mF,lapʌ
mMeB,àʃaŋ
mFeB,aptjʌpʌ
mFyB,laku
mMeZ,àmthepʌ
mMyZ,ànje
mMBeS,ànolʌtsʌ
mMeBS,ànolʌtsʌ
mMyBS,ànolʌtsʌ
mFBeS,ànolʌtsʌ
mFeBS,ànolʌtsʌ
mFyBS,ànolʌtsʌ
mMZeS,ànolʌtsʌ
mMeZS,ànolʌtsʌ
mMyZS,ànolʌtsʌ
mFZeS,ànolʌtsʌ
mFeZS,ànolʌtsʌ
mFyZS,ànolʌtsʌ
mMBeD,ànolʌtsʌmi
mMeBD,ànolʌtsʌmi
mMyBD,ànolʌtsʌmi
mFBeD,ànolʌtsʌmi
mFeBD,ànolʌtsʌmi
mFyBD,ànolʌtsʌmi
mMZeD,ànolʌtsʌmi
mMeZD,ànolʌtsʌmi
mMyZD,ànolʌtsʌmi
mFZeD,ànolʌtsʌmi
mFeZD,ànolʌtsʌmi
mFyZD,ànolʌtsʌmi
feB,àtʌ
fyB,àtʃuŋ
