parameter,word
mM,anay
mF,úyung
mMeB,uyuan
mFeB,uyuan
mMeZ,anti
mFeZ,anti
meZ,súun ig-
myZ,manghud
mMBeS,igtagsa
mMeBS,igtagsa
mMyBS,igtagsa
mFBeS,igtagsa
mFeBS,igtagsa
mFyBS,igtagsa
mMZeS,igtagsa
mMeZS,igtagsa
mMyZS,igtagsa
mFZeS,igtagsa
mFeZS,igtagsa
mFyZS,igtagsa
mMBeD,igtagsa
mMeBD,igtagsa
mMyBD,igtagsa
mFBeD,igtagsa
mFeBD,igtagsa
mFyBD,igtagsa
mMZeD,igtagsa
mMeZD,igtagsa
mMyZD,igtagsa
mFZeD,igtagsa
mFeZD,igtagsa
mFyZD,igtagsa
feB,súun ig-
fyB,manghud
