parameter,word
mM,yai
mF,baba
mMeB,pope
mFeB,mädaulle
mFyB,meyang
mMeZ,mällpa yai
mMyZ,mällpa
mFeZ,mädaulle
mFyZ,näni
meZ,män
mMBeS,yäkäl
mMeBS,yäkäl
mMyBS,yäkäl
mFBeS,yäkäl
mFeBS,yäkäl
mFyBS,yäkäl
mMZeS,yäkäl
mMeZS,yäkäl
mMyZS,yäkäl
mFZeS,yäkäl
mFeZS,yäkäl
mFyZS,yäkäl
mMBeD,yäkäl
mMeBD,yäkäl
mMyBD,yäkäl
mFBeD,yäkäl
mFeBD,yäkäl
mFyBD,yäkäl
mMZeD,yäkäl
mMeZD,yäkäl
mMyZD,yäkäl
mFZeD,yäkäl
mFeZD,yäkäl
mFyZD,yäkäl
fMyZ,mädaulle
fFyZ,nane
feB,mang
feZ,mosen
fyZ,mänyan
