parameter,word
mM,makuahine
mF,makuakane
mMeB,makuakane
mFeB,makuakane
mMeZ,makuahine
mFeZ,makuahine
meZ,kaikuahine
mMBeS,kaikua'ana
mMeBS,kaikua'ana
mMyBS,kaikua'ana
mFBeS,kaikua'ana
mFeBS,kaikua'ana
mFyBS,kaikua'ana
mMZeS,kaikua'ana
mMeZS,kaikua'ana
mMyZS,kaikua'ana
mFZeS,kaikua'ana
mFeZS,kaikua'ana
mFyZS,kaikua'ana
mMBeD,kaikuahine
mMeBD,kaikuahine
mMyBD,kaikuahine
mFBeD,kaikuahine
mFeBD,kaikuahine
mFyBD,kaikuahine
mMZeD,kaikuahine
mMeZD,kaikuahine
mMyZD,kaikuahine
mFZeD,kaikuahine
mFeZD,kaikuahine
mFyZD,kaikuahine
feB,kaikuane
feZ,kaikua'ana
fMBeS,kaikuane
fMeBS,kaikuane
fMyBS,kaikuane
fFBeS,kaikuane
fFeBS,kaikuane
fFyBS,kaikuane
fMZeS,kaikuane
fMeZS,kaikuane
fMyZS,kaikuane
fFZeS,kaikuane
fFeZS,kaikuane
fFyZS,kaikuane
fMBeD,kaikua'ana
fMeBD,kaikua'ana
fMyBD,kaikua'ana
fFBeD,kaikua'ana
fFeBD,kaikua'ana
fFyBD,kaikua'ana
fMZeD,kaikua'ana
fMeZD,kaikua'ana
fMyZD,kaikua'ana
fFZeD,kaikua'ana
fFeZD,kaikua'ana
fFyZD,kaikua'ana
