parameter,word
mM,nɨsɨn
mF,rɨm
mMeB,mɨra
mFeB,mɨra
meZ,kakə
mMBeS,kapa ier
mMeBS,kapa ier
mMyBS,kapa ier
mFBeS,p̃ia karɨn
mFeBS,p̃ia karɨn
mFyBS,p̃ia karɨn
mMZeS,p̃ia karɨn
mMeZS,p̃ia karɨn
mMyZS,p̃ia karɨn
mFZeS,kapa ier
mFeZS,kapa ier
mFyZS,kapa ier
mMBeD,kapa ier
mMeBD,kapa ier
mMyBD,kapa ier
mFBeD,kaka
mFeBD,kaka
mFyBD,kaka
mMZeD,kaka
mMeZD,kaka
mMyZD,kaka
mFZeD,kapa ier
mFeZD,kapa ier
mFyZD,kapa ier
feB,kakə
feZ,p̃ia
fFBeS,kaka
fFeBS,kaka
fFyBS,kaka
fMZeS,kaka
fMeZS,kaka
fMyZS,kaka
fFBeD,p̃ia karɨn
fFeBD,p̃ia karɨn
fFyBD,p̃ia karɨn
fMZeD,p̃ia karɨn
fMeZD,p̃ia karɨn
fMyZD,p̃ia karɨn
