parameter,word
mM,fa'ee
mF,tamai
mMeB,fa'ee tangata
mFeB,tamai
mMeZ,fa'ee
mFeZ,mehekitanga
meZ,tuo-fefine
mMeBS,tao-kete
mMyBS,tehina
mFeBS,tao-kete
mFyBS,tehina
mMeZS,tao-kete
mMyZS,tehina
mFeZS,tao-kete
mFyZS,tehina
mMeBD,tuo-fefine
mMyBD,tuo-fefine
mFeBD,tuo-fefine
mFyBD,tuo-fefine
mMeZD,tuo-fefine
mMyZD,tuo-fefine
mFeZD,tuo-fefine
mFyZD,tuo-fefine
feB,tua-ngaane
feZ,tao-kete
fyZ,tehina
fMeBS,tua-ngaane
fMyBS,tua-ngaane
fFeBS,tua-ngaane
fFyBS,tua-ngaane
fMeZS,tua-ngaane
fMyZS,tua-ngaane
fFeZS,tua-ngaane
fFyZS,tua-ngaane
fMeBD,tao-kete
fMyBD,tehina
fFeBD,tao-kete
fFyBD,tehina
fMeZD,tao-kete
fMyZD,tehina
fFeZD,tao-kete
fFyZD,tehina
