parameter,word
mM,gunhi
mF,babiin
mMeB,baggirn-Gan
mFeB,baggirn-Gan
mMeZ,bunuwal
mFeZ,bunuwal
meB,gaagang
myB,gagamin
meZ,mingaan
myZ,minhi
mMBeS,wunarigayin
mMeBS,wunarigayin
mMyBS,wunarigayin
mFBeS,wunarigayin
mFeBS,wunarigayin
mFyBS,wunarigayin
mMZeS,wunarigayin
mMeZS,wunarigayin
mMyZS,wunarigayin
mFZeS,wunarigayin
mFeZS,wunarigayin
mFyZS,wunarigayin
mMBeD,wunarigayin
mMeBD,wunarigayin
mMyBD,wunarigayin
mFBeD,wunarigayin
mFeBD,wunarigayin
mFyBD,wunarigayin
mMZeD,wunarigayin
mMeZD,wunarigayin
mMyZD,wunarigayin
mFZeD,wunarigayin
mFeZD,wunarigayin
mFyZD,wunarigayin
