parameter,word
mM,u-mä´-me
mF,u-bä'-bä
mMeB,u-mä-lǔ´-mä
mFeB,u-bä-bä-kä´-sa
mMeZ,u-mä´-mä kä´-ze
mFeZ,u-bä´-bä
meB,u´-mna wa´-tǔ
myB,u-mnä´-wa wä´-ma
meZ,u-dä´-da wa´-tǔ
myZ,u-dä-da wa´-tǔ
mMBeS,u-mzä´-lä wä´-tǔ
mFBeS,u´-mfo wá-tǔ
mFByS,u-mnä´-wä wä´-me
mMZeS,u´-mnä wä´-me
mMZyS,u-mnä´-wä wä´-me
mFZeS,u-mnä wä´-tǔ
mFZyS,u´-mfo wä´-tǔ
mMBeD,u´-mzä´-lä wä´-me
mFBeD,u-dä´-dä wä´-tǔ
mMZeD,u-dä´-dä wä´-tǔ
mFZeD,u´-da´-dä wä´-tǔ
mFZyD,u´-dä´-dä wä´-tǔ
fyZ,u-dá´da wa´-tǔ
fMBeS,u´-mzä´-lä wä´-tǔ
fFByS,u-mwä´-wä wä´-me
fMZeS,u´-mna wä´-me
fMZyS,u-mnä´-wä
fFZeS,u-mwä wä´-tǔ
