parameter,word
mM,mama
mF,papa
mMeB,nyangupami
mFeB,shomikadi
mMeZ,nyangukadi
mFeZ,nyengesukadi
meB,teti
myB,kushi
meZ,kadiemi
myZ,kushi
mMBeS,ona a onalingu
mMeBS,ona a onalingu
mMyBS,ona a onalingu
mFBeS,ona a onalingu
mFeBS,ona a onalingu
mFyBS,ona a onalingu
mMZeS,ona a onalingu
mMeZS,ona a onalingu
mMyZS,ona a onalingu
mFZeS,ona a onalingu
mFeZS,ona a onalingu
mFyZS,ona a onalingu
mMBeD,ona a onalingu
mMeBD,ona a onalingu
mMyBD,ona a onalingu
mFBeD,ona a onalingu
mFeBD,ona a onalingu
mFyBD,ona a onalingu
mMZeD,ona a onalingu
mMeZD,ona a onalingu
mMyZD,ona a onalingu
feZ,kademi
