parameter,word
mM,shimá
mF,shizhb'k
mMeB,adá'i
mFeB,shizhé'é
mMeZ,amá
mFeZ,abízhí
meB,ánaai
myB,sitsili
mMBeS,naa'assh
mMeBS,naa'assh
mMyBS,naa'assh
mFBeS,naa'assh
mFeBS,naa'assh
mFyBS,naa'assh
mMZeS,naa'assh
mMeZS,naa'assh
mMyZS,naa'assh
mFZeS,naa'assh
mFeZS,naa'assh
mFyZS,naa'assh
mMBeD,naa'assh
mMeBD,naa'assh
mMyBD,naa'assh
mFBeD,naa'assh
mFeBD,naa'assh
mFyBD,naa'assh
mMZeD,naa'assh
mMeZD,naa'assh
mMyZD,naa'assh
mFZeD,naa'assh
mFeZD,naa'assh
mFyZD,naa'assh
fFBeS,it na'aash
fFeBS,it na'aash
fFyBS,it na'aash
fMZeS,alah
fMeZS,alah
fMyZS,alah
fFZeS,it na'aash
fFeZS,it na'aash
fFyZS,it na'aash
