parameter,word
mM,mai
mF,baba
mFeB,paapa umu-khulu
mFyB,paapa umu-keehe
mFeZ,senge umu-khulu
mFyZ,senge umu-keehe
meB,yaaya umu-khulu
myB,yaaya umu-keehe
meZ,wandaya umu-khulu
myZ,wandaya umu-keehe
mMBeS,yaaya
mMeBS,yaaya
mMyBS,yaaya
mFBeS,yaaya
mFeBS,yaaya
mFyBS,yaaya
mMZeS,khi-khy-anyå-nyinå
mMeZS,khi-khy-anyå-nyinå
mMyZS,khi-khy-anyå-nyinå
mFZeS,yaaya
mFeZS,yaaya
mFyZS,yaaya
mMBeD,yaaya
mMeBD,yaaya
mMyBD,yaaya
mFBeD,yaaya
mFeBD,yaaya
mFyBD,yaaya
mMZeD,khi-khy-anyå-nyinå
mMeZD,khi-khy-anyå-nyinå
mMyZD,khi-khy-anyå-nyinå
mFZeD,yaaya
mFeZD,yaaya
mFyZD,yaaya
fMeB,maama umu-khulu
fMyB,maama umu-keehe
fMeZ,mahi umu-khulu
fMyZ,mahi umu-keehe
feB,wandaya umu-khulu
fyB,wandaya umu-keehe
feZ,wandayase umu-khulu
fyZ,wandayase umu-keehe
