parameter,word
mM,abaama
mF,aataida
mMeB,abāma akbaĩ
mFeB,aisī okarā
mMeZ,abāma si
mFeZ,ataida si
meB,asari
meZ,aša
mMBeS,sāya ša
mMeBS,sāya ša
mMyBS,sāya ša
mFBeS,sāya ša
mFeBS,sāya ša
mFyBS,sāya ša
mMZeS,sāya ša
mMeZS,sāya ša
mMyZS,sāya ša
mFZeS,sāya ša
mFeZS,sāya ša
mFyZS,sāya ša
mMBeD,sāya ša
mMeBD,sāya ša
mMyBD,sāya ša
mFBeD,sāya ša
mFeBD,sāya ša
mFyBD,sāya ša
mMZeD,sāya ša
mMeZD,sāya ša
mMyZD,sāya ša
mFZeD,sāya ša
mFeZD,sāya ša
mFyZD,sāya ša
