parameter,word
mM,nh-ina
mF,tata
mMeB,yama
mMyB,mwinzyo
mFeB,mwinzyo
mMeZ,nhina
mFeZ,nhina
meB,mukulu
myB,mu-ala
meZ,n-kazi
myZ,mu-ala
mMBeS,n-dume-yangi
mMeBS,n-dume-yangi
mMyBS,n-dume-yangi
mFBeS,n-dume-yangi
mFeBS,n-dume-yangi
mFyBS,n-dume-yangi
mMZeS,n-dume-yangi
mMeZS,n-dume-yangi
mMyZS,n-dume-yangi
mFZeS,n-dume-yangi
mFeZS,n-dume-yangi
mFyZS,n-dume-yangi
mMBeD,n-dume-yangi
mMeBD,n-dume-yangi
mMyBD,n-dume-yangi
mFBeD,n-dume-yangi
mFeBD,n-dume-yangi
mFyBD,n-dume-yangi
mMZeD,n-dume-yangi
mMeZD,n-dume-yangi
mMyZD,n-dume-yangi
mFZeD,n-dume-yangi
mFeZD,n-dume-yangi
mFyZD,n-dume-yangi
