parameter,word
mM,n'-gukʼ
mF,nohˑ-h'
mMeB,n'-sheeʼ-se
mFeB,nohˑʼ-tut
mMeZ,n'-gä-häʼ-tut
mFeZ,n'-gä-häʼ-tut
meB,nahˑ-hänsʼ
myB,nahˑ-eeseʼ-u-missʼ
meZ,na-meseʼ
myZ,nahˑ-eeseʼ-u-missʼ
mMBeS,nee-mäʼ-tus
mFBeS,n'-dun-oo-yomeʼ
mFByS,nee-mäʼ-tus
mMZeS,nee-mäʼ-tus
mFZeS,nee-mäʼ-tus
mFZyS,nee-mäʼ-tns
mMBeD,n'-doh-kwä-yomeʼ
mFBeD,n'-do-kwä-yomeʼ
mMZeD,n'-dohˑ-kwä-yomeʼ
mFZeD,n'-doh-kwä-yomeʼ
mFZyD,n'-dohˑ-kwä-yomeʼ
fMBeS,n'-dun-oo-yomeʼ
fMZeS,n'-dun-oo-yomeʼ
fMZyS,n'-dunʼ-oo-yomeʼ
fFZeS,n'-dun-oo-yomeʼ
fMBeD,neet-kohˑ-kw'
fFBeD,neet-kohˑʼ-kw
fFByD,neet-kohˑʼ-kw'
fMZeD,neet-kohˑʼ-kw
fMZyD,neet-kohˑʼ-kw'
fFZeD,neet-kohˑ-kw'
fFZyD,neet-kohˑʼ-kw'
