parameter,word
mM,gaj
mF,pyyp
mMeB,pyyp
mFeB,gaj
mMeZ,zobyi
mFeZ,terit
meB,kyptï
meZ,matkyp
mMBeS,kyptï
mMeBS,kyptï
mMyBS,kyptï
mFBeS,kyptï
mFeBS,kyptï
mFyBS,kyptï
mMZeS,opip
mMeZS,opip
mMyZS,opip
mFZeS,terit
mFeZS,terit
mFyZS,terit
mMBeD,matkyp
mMeBD,matkyp
mMyBD,matkyp
mFBeD,matkyp
mFeBD,matkyp
mFyBD,matkyp
mMZeD,pakaj
mMeZD,pakaj
mMyZD,pakaj
fMeB,terit
fFeB,pyyp
fMeZ,gaj
fFeZ,zobyj
feB,zoakyp
feZ,majtï
fMBeS,koko
fMeBS,koko
fMyBS,koko
fFBeS,zoakyp
fFeBS,zoakyp
fFyBS,zoakyp
fMZeS,zoakyp
fMeZS,zoakyp
fMyZS,zoakyp
fFBeD,majtï
fFeBD,majtï
fFyBD,majtï
fMZeD,majtï
fMeZD,majtï
fMyZD,majtï
