parameter,word
mM,kok
mF,tot
mMeB,netsim
mFeB,netsim
mMeZ,netul
mFeZ,netul
meB,nemit
myB,neiku
meZ,nepin
myZ,neikeu
mMBeS,nepa
mMeBS,nepa
mMyBS,nepa
mFBeS,nepa
mFeBS,nepa
mFyBS,nepa
mMZeS,nepa
mMeZS,nepa
mMyZS,nepa
mFZeS,nepa
mFeZS,nepa
mFyZS,nepa
mMBeD,neweyits
mMeBD,neweyits
mMyBD,neweyits
mFBeD,neweyits
mFeBD,neweyits
mFyBD,neweyits
mMZeD,neweyits
mMeZD,neweyits
mMyZD,neweyits
mFZeD,neweyits
mFeZD,neweyits
mFyZD,neweyits
fMBeS,nelai
fMeBS,nelai
fMyBS,nelai
fFBeS,nelai
fFeBS,nelai
fFyBS,nelai
fMZeS,nelai
fMeZS,nelai
fMyZS,nelai
fFZeS,nelai
fFeZS,nelai
fFyZS,nelai
fMBeD,nelet
fMeBD,nelet
fMyBD,nelet
fFBeD,nelet
fFeBD,nelet
fFyBD,nelet
fMZeD,nelet
fMeZD,nelet
fMyZD,nelet
fFZeD,nelet
fFeZD,nelet
fFyZD,nelet
