parameter,word
mM,itə
mF,tɨm
mMeB,etəmaa
meZ,kaka
mMBeS,rəh iel
mMeBS,rəh iel
mMyBS,rəh iel
mFBeS,p̃ia karen
mFeBS,p̃ia karen
mFyBS,p̃ia karen
mMZeS,p̃ia karen
mMeZS,p̃ia karen
mMyZS,p̃ia karen
mFZeS,rəh iel
mFeZS,rəh iel
mFyZS,rəh iel
mMBeD,rəh iel
mMeBD,rəh iel
mMyBD,rəh iel
mFBeD,kaka
mFeBD,kaka
mFyBD,kaka
mMZeD,kaka
mMeZD,kaka
mMyZD,kaka
mFZeD,rəh iel
mFeZD,rəh iel
mFyZD,rəh iel
feB,kaka
feZ,tu p̃ia
fyZ,notah
fFBeS,kaka
fFeBS,kaka
fFyBS,kaka
fMZeS,kaka
fMeZS,kaka
fMyZS,kaka
fFBeD,p̃ia karen
fFeBD,p̃ia karen
fFyBD,p̃ia karen
fMZeD,p̃ia karen
fMeZD,p̃ia karen
fMyZD,p̃ia karen
