parameter,word
mM,-xala'
mF,-oma'
mMeB,-umeer
mFeB,-oma'
mMeZ,-xala'
mFeZ,-xaler
meZ,-ianqai
myZ,-ianqai
mMeBS,-ian
mMyBS,-ian
mFeBS,-ianqai
mFyBS,-ianqai
mMeZS,-ianqai
mMyZS,-ianqai
mFeZS,-ian
mFyZS,-ian
mMeBD,-ian
mMyBD,-ian
mFeBD,-gasqai
mFyBD,-gasqai
mMeZD,-gasqai
mMyZD,-gasqai
mFeZD,-ian
mFyZD,-ian
feB,-ianqai
fyB,-ianqai
fMeBS,-ian
fMyBS,-ian
fFyBS,-ianqai
fFeZS,-ian
fFyZS,-ian
fMeBD,-ian
fMyBD,-ian
fFeZD,-ian
fFyZD,-ian
