parameter,word
mF,motua
mMeB,tunane
mFeB,motua
mFyB,teina motua
mFeZ,tuehine
meB,Tuaana
myB,teina
meZ,tuehine
mMBeS,Tuaana
mMByS,teina
mMyBS,Tuaana
mFBeS,Tuaana
mFByS,teina
mFyBS,Tuaana
mMZeS,Tuaana
mMZyS,teina
mMyZS,Tuaana
mFZeS,Tuaana
mFZyS,teina
mFyZS,Tuaana
mMBeD,tuehine
mMeBD,tuehine
mMyBD,tuehine
mFBeD,tuehine
mFeBD,tuehine
mFyBD,tuehine
mMZeD,tuehine
mMeZD,tuehine
mMyZD,tuehine
mFZeD,tuehine
mFeZD,tuehine
mFyZD,tuehine
feB,tunane
feZ,Tuaana
fyZ,teina
fMBeS,tunane
fMeBS,tunane
fMyBS,tunane
fFBeS,tunane
fFeBS,tunane
fFyBS,tunane
fMZeS,tunane
fMeZS,tunane
fMyZS,tunane
fFZeS,tunane
fFeZS,tunane
fFyZS,tunane
fMBeD,Tuaana
fMByD,teina
fMyBD,Tuaana
fFBeD,Tuaana
fFByD,teina
fFyBD,Tuaana
fMZeD,Tuaana
fMZyD,teina
fMyZD,Tuaana
fFZeD,Tuaana
fFZyD,teina
fFyZD,Tuaana
