parameter,word
mM,anyi
mF,rakane
mMeB,apa
mFeB,apa
mMeZ,anyi
mFeZ,arange
meZ,pemalene
mMBeS,kaingi
mMeBS,kaingi
mMyBS,kaingi
mFBeS,kaingi
mFeBS,kaingi
mFyBS,kaingi
mMZeS,kaingi
mMeZS,kaingi
mMyZS,kaingi
mFZeS,kaingi
mFeZS,kaingi
mFyZS,kaingi
mMBeD,kaingi
mMeBD,kaingi
mMyBD,kaingi
mFBeD,kaingi
mFeBD,kaingi
mFyBD,kaingi
mMZeD,kaingi
mMeZD,kaingi
mMyZD,kaingi
mFZeD,kaingi
mFeZD,kaingi
mFyZD,kaingi
feB,pemalene
feZ,kakingi
fMBeS,kaingi
fMeBS,kaingi
fMyBS,kaingi
fFBeS,kaingi
fFeBS,kaingi
fFyBS,kaingi
fMZeS,kaingi
fMeZS,kaingi
fMyZS,kaingi
fFZeS,kaingi
fFeZS,kaingi
fFyZS,kaingi
fMBeD,kaingi
fMeBD,kaingi
fMyBD,kaingi
fFBeD,kaingi
fFeBD,kaingi
fFyBD,kaingi
fMZeD,kaingi
fMeZD,kaingi
fMyZD,kaingi
fFZeD,kaingi
fFeZD,kaingi
fFyZD,kaingi
