parameter,word
mM,mā
mF,bāp
mMeB,māmā
mFeB,mōṭā bāpu
mFyB,kākā
mMeZ,māsī
mFeZ,phaī
meB,moṭā bhāi
myB,bhāi
meZ,moṭi ben
myZ,bahan
mMBeS,mauḷāi bhāi
mMeBS,mauḷāi bhāi
mMyBS,mauḷāi bhāi
mFBeS,pitarāi bhāi
mFeBS,pitarāi bhāi
mFyBS,pitarāi bhāi
mMZeS,masiyā bhāi
mMeZS,masiyā bhāi
mMyZS,masiyā bhāi
mFZeS,phoiyāt bhāi
mFeZS,phoiyāt bhāi
mFyZS,phoiyāt bhāi
mMBeD,mauḷāi bahan
mMeBD,mauḷāi bahan
mMyBD,mauḷāi bahan
mFBeD,pitarāi bahan
mFeBD,pitarāi bahan
mFyBD,pitarāi bahan
mMZeD,masiyā bahan
mMeZD,masiyā bahan
mMyZD,masiyā bahan
mFZeD,phoiyāt bahan
mFeZD,phoiyāt bahan
mFyZD,phoiyāt bahan
