parameter,word
mM,nǎnnǎ täi
mF,nǎnnǎ tǎnde
mMeB,nǎnnǎ mäva
mFeB,nǎnnǎ doddǎppǎ
mFyB,nǎnnǎ chikkǎppǎ
mMeZ,nǎnnǎ doddǎmmǎ
mMyZ,nǎnnǎ chickkǎmmǎ
mFeZ,nǎnnǎ ǎtte
meB,nǎnnǎ annǎ
myB,nǎnnǎ tǎmmǎ
meZ,nǎnnǎ ǎkkǎ
myZ,nǎnnǎ tǎnga
mMBeS,nǎnnǎ bhävǎmeidǎ
mFBeS,nǎnnǎ annǎ
mFByS,nǎnnǎ tǎmmǎ
mMZeS,nǎnnǎ annǎ
mMZyS,nǎnnǎ tǎmmǎ
mFZeS,nǎnnǎ bhävǎmeidǎ
mMBeD,nǎnnǎ nädini
mFBeD,nǎnnǎ akkǎ
mFByD,nǎnǎ tungi
mMZeD,nǎnnǎ akkǎ
mMZyD,nǎnǎ tǎngi
mFZeD,nǎnnǎ attige
mFZyD,nǎnnǎ nädini
fyZ,nǎnnǎ tǎngi
fFZeD,nǎnnǎ attigï
