parameter,word
mM,chutchʼ-ke
mF,chuhlʼ-ke
mMeB,chu-päʼ-wä
mFeB,chulʼ-kǔ-cheʼ
mMeZ,chuch-kǔʼ-ce
mFeZ,chu-pǔʼ-se
meB,chu-hlä-hä
myB,chu-chǔʼ-se
meZ,chu-wunʼ-wä
mMBeS,chup-pǔʼ-che
mFBeS,chu-chihlʼ-wä
mFByS,um-it-te-chäˑkeʼ-to
mMZeS,chu-hläʼ-hä
mMZyS,chu-chǔʼ-se
mFZeS,chuhlʼ-kǔ-cheʼ
mMBeD,chuch-husʼ-te
mFBeD,chu-wunʼ-wä
mMZeD,chu-wunʼ-wä
mFZeD,chu-pǔʼ-se
feB,chu-chihlʼ-wa
fyB,chu-chihlʼ-wä
feZ,chu-hläʼ-hä
fyZ,chu-chǔʼ-se
fMBeS,um-os-sǔsʼ-wä
fMZeS,chu-chilʼ-wä
fMZyS,chu-chihlʼ-wä
fMBeD,um-os-sǔsʼ-wä
fFBeD,chu-hläʼ-hä
fFByD,chu-chǔʼ-se
fMZeD,chu-hläʼ-hä
fMZyD,chu-chǔʼ-se
