parameter,word
mM,ila
mF,ima
mMeB,ilow wac̄i
mFeB,imowa wac̄i
mMeZ,iloy yac̄i
mFeZ,imoy yac̄i
meB,wac̄i
myB,ink̄ʼʷaw wac̄i
meZ,yac̄i
myZ,ink̄ʼʷay yac̄i
mMBeS,yac̄iqʼabi
mMeBS,yac̄iqʼabi
mMyBS,yac̄iqʼabi
mFBeS,yac̄iqʼabi
mFeBS,yac̄iqʼabi
mFyBS,yac̄iqʼabi
mMZeS,yac̄iqʼabi
mMeZS,yac̄iqʼabi
mMyZS,yac̄iqʼabi
mFZeS,yac̄iqʼabi
mFeZS,yac̄iqʼabi
mFyZS,yac̄iqʼabi
mMBeD,yac̄iqʼabi
mMeBD,yac̄iqʼabi
mMyBD,yac̄iqʼabi
mFBeD,yac̄iqʼabi
mFeBD,yac̄iqʼabi
mFyBD,yac̄iqʼabi
mMZeD,yac̄iqʼabi
mMeZD,yac̄iqʼabi
mMyZD,yac̄iqʼabi
mFZeD,yac̄iqʼabi
mFeZD,yac̄iqʼabi
mFyZD,yac̄iqʼabi
