parameter,word
mM,siina
mF,siama
mMeB,somama' -onyo
mFeB,somama' -onyo
mMeZ,sitete
mFeZ,sitete
meZ,sia'ang
myZ,tuai
mMBeS,lulus sangaing
mMeBS,lulus sangaing
mMyBS,lulus sangaing
mFBeS,lulus sangaing
mFeBS,lulus sangaing
mFyBS,lulus sangaing
mMZeS,lulus sangaing
mMeZS,lulus sangaing
mMyZS,lulus sangaing
mFZeS,lulus sangaing
mFeZS,lulus sangaing
mFyZS,lulus sangaing
mMBeD,lulus sangaing
mMeBD,lulus sangaing
mMyBD,lulus sangaing
mFBeD,lulus sangaing
mFeBD,lulus sangaing
mFyBD,lulus sangaing
mMZeD,lulus sangaing
mMeZD,lulus sangaing
mMyZD,lulus sangaing
mFZeD,lulus sangaing
mFeZD,lulus sangaing
mFyZD,lulus sangaing
feB,sia'ang
fyB,tuai
