parameter,word
mM,majka
mF,tatko
mMeB,vujko
mFeB,čičko
mMeZ,tetka
mFeZ,tetka
meB,bátko
myB,brat
meZ,doda
myZ,sestra
mMBeS,bratučed
mMeBS,bratučed
mMyBS,bratučed
mFBeS,bratučed
mFeBS,bratučed
mFyBS,bratučed
mMZeS,bratučed
mMeZS,bratučed
mMyZS,bratučed
mFZeS,bratučed
mFeZS,bratučed
mFyZS,bratučed
mMBeD,bratučeda
mMeBD,bratučeda
mMyBD,bratučeda
mFBeD,bratučeda
mFeBD,bratučeda
mFyBD,bratučeda
mMZeD,bratučeda
mMeZD,bratučeda
mMyZD,bratučeda
mFZeD,bratučeda
mFeZD,bratučeda
mFyZD,bratučeda
