parameter,word
mM,mama.
mF,yaya.
mMeB,kaka
mMeZ,sullk'a mama
mFeZ,ipa.
meB,wayqe
meZ,pana
mMBeS,kuncha
mMeBS,kuncha
mMyBS,kuncha
mFBeS,qayri
mFeBS,qayri
mFyBS,qayri
mMZeS,qayri
mMeZS,qayri
mMyZS,qayri
mFZeS,qayri
mFeZS,qayri
mFyZS,qayri
mMBeD,qayri pana
mMeBD,qayri pana
mMyBD,qayri pana
mFBeD,qayri pana
mFeBD,qayri pana
mFyBD,qayri pana
mMZeD,qayri pana
mMeZD,qayri pana
mMyZD,qayri pana
mFZeD,qayri pana
mFeZD,qayri pana
mFyZD,qayri pana
feB,tura
feZ,ñaña.
fMBeS,qayri tura
fMeBS,qayri tura
fMyBS,qayri tura
fFBeS,qayri tura
fFeBS,qayri tura
fFyBS,qayri tura
fMZeS,qayri tura
fMeZS,qayri tura
fMyZS,qayri tura
fFZeS,qayri tura
fFeZS,qayri tura
fFyZS,qayri tura
fMBeD,qayri
fMeBD,qayri
fMyBD,qayri
fFBeD,qayri
fFeBD,qayri
fFyBD,qayri
fMZeD,qayri
fMeZD,qayri
fMyZD,qayri
fFZeD,qayri
fFeZD,qayri
fFyZD,qayri
