parameter,word
mM,Mamm
mF,Papp
mMeB,monnonk
mFeB,monnonk
mMeZ,mattant
mFeZ,mattant
meB,Brudder
meZ,Schwester
mMBeS,koseng
mMeBS,koseng
mMyBS,koseng
mFBeS,koseng
mFeBS,koseng
mFyBS,koseng
mMZeS,koseng
mMeZS,koseng
mMyZS,koseng
mFZeS,koseng
mFeZS,koseng
mFyZS,koseng
mMBeD,koseng
mMeBD,koseng
mMyBD,koseng
mFBeD,koseng
mFeBD,koseng
mFyBD,koseng
mMZeD,koseng
mMZyD,Cousin
mMeZD,koseng
mMyZD,koseng
mFZeD,koseng
mFeZD,koseng
mFyZD,koseng
