parameter,word
mM,enʼ-de
mF,sa-täʼ
mMeB,a-na-bǎʼ-che-la
mFeB,sa-täʼ
mMeZ,aʼ-na
mFeZ,ba-tsoʼ-na
meB,sǔn-noʼ-ga
myB,sǔn-noʼ-gä-yǎʼ-za
meZ,sa-daʼ-za
myZ,sa-daʼ-za-yǎʼ-za
mMBeS,sa-ga-yǎʼ-za
mFBeS,sun-noʼ-gä
mFByS,sǔn-noʼ-gä-yǎʼ-za
mMZeS,sǔn-noʼ-ga
mMZyS,sǔn-noʼ-gä-yǎʼ-za
mFZeS,sa-ga-yǎʼ-za
mMBeD,sa-tso-yǎʼ-za
mFBeD,sa-daʼ-za
mFByD,sa-daʼ-za-yǎʼ-za
mMZeD,sa-daʼ-za
mMZyD,sa-daʼ-za-yǎʼ-za
mFZeD,sa-tso-yǎʼ-za
fMZyS,sǔn-noʼ-gä-yǎ-za
fFZeS,sa-tse-yǎʼ-za
fFZyS,sa-tso-yǎʼ-za
fMBeD,saʼ-yǎʼ
fMByD,saʼ-ga
fFZeD,saʼ-ga
