parameter,word
mM,naana
mF,taata
mMeB,syuk
mFeB,taata
mMeZ,naana
mFeZ,nó
meZ,meteseli
mFBeS,bivian
mFeBS,bivian
mFyBS,bivian
mMZeS,bivian
mMeZS,bivian
mMyZS,bivian
mFZeS,udun
mFeZS,udun
mFyZS,udun
mFBeD,meteseli
mFeBD,meteseli
mFyBD,meteseli
mMZeD,meteseli
mMeZD,meteseli
mMyZD,meteseli
mFZeD,waawu
mFeZD,waawu
mFyZD,waawu
feB,munukuli
feZ,bivian
fFBeS,minyeneli
fFeBS,minyeneli
fFyBS,minyeneli
fMZeS,munukuli
fMeZS,munukuli
fMyZS,munukuli
fFZeS,waawu
fFeZS,waawu
fFyZS,waawu
fMZeD,bivian
fMeZD,bivian
fMyZD,bivian
