parameter,word
mM,enʼ-nä
mF,ah-taʼ
mMeB,ah-dikʼ-she
mFeB,ah-taʼ
mMeZ,ken-näʼ
mFeZ,tonkʼ-wa
meB,cheʼ-a
myB,me-sunʼ-kä
meZ,tankʼ-she
myZ,me-tänkʼ-she
mMBeS,täʼ-she
mFBeS,tibʼ-a-do
mFByS,me-sunʼ-kä
mMZeS,cheʼ-a
mMZyS,me-sunʼ-kä
mFZeS,täʼ-she
mMBeD,hä-käʼ-she
mFBeD,tankʼ-she
mFByD,me-tänkʼ-she
mMZeD,tankʼ-she
mMZyD,me-tänkʼ-she
mFZeD,hä-käʼ-she
feB,tibʼ-a-do
fyB,me-sunʼ-ka
feZ,tänʼ-ka
fyZ,me-täuʼ-kä
fMBeS,she-chaʼ-she
fFByS,me-sunʼ-ka
fMZeS,tibʼ-a-do
fFZeS,she-chaʼ-she
fMBeD,ah-chaʼ-pä-she
fMByD,ah-chaʼ-pä-zhe
fFBeD,tanʼ-ka
fFByD,me-tänʼ-kä
fMZeD,tanʼ-ka
fMZyD,me-tänʼ-kä
fFZeD,a-cha-päʼ-she
fFZyD,a-cha-päʼ-zhe
