parameter,word
mM,mat'
mF,otets
mMeB,djádja
mFeB,djádja
mMeZ,tjótja
mFeZ,tjótja
meB,brat
meZ,sestra
mMBeS,dvojúrodnyj brat
mMeBS,dvojúrodnyj brat
mMyBS,dvojúrodnyj brat
mFBeS,dvojúrodnyj brat
mFeBS,dvojúrodnyj brat
mFyBS,dvojúrodnyj brat
mMZeS,dvojúrodnyj brat
mMeZS,dvojúrodnyj brat
mMyZS,dvojúrodnyj brat
mFZeS,dvojúrodnyj brat
mFeZS,dvojúrodnyj brat
mFyZS,dvojúrodnyj brat
mMBeD,dvojúrodnaja sestrá
mMeBD,dvojúrodnaja sestrá
mMyBD,dvojúrodnaja sestrá
mFBeD,dvojúrodnaja sestrá
mFeBD,dvojúrodnaja sestrá
mFyBD,dvojúrodnaja sestrá
mMZeD,dvojúrodnaja sestrá
mMeZD,dvojúrodnaja sestrá
mMyZD,dvojúrodnaja sestrá
mFZeD,dvojúrodnaja sestrá
mFeZD,dvojúrodnaja sestrá
mFyZD,dvojúrodnaja sestrá
