parameter,word
mM,tapi
mF,tapwin
mMeB,tanowa
mFeB,tanowa
mMeZ,tanowa-kipa
mFeZ,tanowa-kipa
meB,waym
myB,ašouwa
meZ,way-kipa
myZ,uš-kipa
mMBeS,šamakuš
mMeBS,šamakuš
mMyBS,šamakuš
mFBeS,šamakuš
mFeBS,šamakuš
mFyBS,šamakuš
mMZeS,šamakuš
mMeZS,šamakuš
mMyZS,šamakuš
mFZeS,šamakuš
mFeZS,šamakuš
mFyZS,šamakuš
mMBeD,šamakuš
mMeBD,šamakuš
mMyBD,šamakuš
mFBeD,šamakuš
mFeBD,šamakuš
mFyBD,šamakuš
mMZeD,šamakuš
mMeZD,šamakuš
mMyZD,šamakuš
mFZeD,šamakuš
mFeZD,šamakuš
mFyZD,šamakuš
