parameter,word
mM,matua
mF,tamana
mMeB,tuatina
mFeB,tamana
mMeZ,matua
mFeZ,matua
meZ,tuangane
mMBeS,taina
mMeBS,taina
mMyBS,taina
mFBeS,taina
mFeBS,taina
mFyBS,taina
mMZeS,taina
mMeZS,taina
mMyZS,taina
mFZeS,taina
mFeZS,taina
mFyZS,taina
mMBeD,tuangane
mMeBD,tuangane
mMyBD,tuangane
mFBeD,tuangane
mFeBD,tuangane
mFyBD,tuangane
mMZeD,tuangane
mMeZD,tuangane
mMyZD,tuangane
mFZeD,tuangane
mFeZD,tuangane
mFyZD,tuangane
feB,tuangane
feZ,loko
fMBeS,tuangane
fMeBS,tuangane
fMyBS,tuangane
fFBeS,tuangane
fFeBS,tuangane
fFyBS,tuangane
fMZeS,tuangane
fMeZS,tuangane
fMyZS,tuangane
fFZeS,tuangane
fFeZS,tuangane
fFyZS,tuangane
fMBeD,taina
fMeBD,taina
fMyBD,taina
fFBeD,taina
fFeBD,taina
fFyBD,taina
fMZeD,taina
fMeZD,taina
fMyZD,taina
fFZeD,taina
fFeZD,taina
fFyZD,taina
