parameter,word
mM,metua vahine
mF,metua taane
mMeB,metua taane
mFeB,metua taane
mMeZ,metua vahine
mFeZ,metua vahine
meZ,tua-hine
mMBeS,tua-'ana
mMByS,teina
mFBeS,tua-'ana
mFByS,teina
mMZeS,tua-'ana
mMZyS,teina
mFZeS,tua-'ana
mFZyS,teina
mMBeD,tua-hine
mFBeD,tua-hine
mMZeD,tua-hine
mFZeD,tua-hine
feB,tu-'ane
feZ,tua-'ana
fyZ,teina
fMBeS,tu-'ane
fFBeS,tu-'ane
fMZeS,tu-'ane
fFZeS,tu-'ane
fMBeD,tua-'ana
fMByD,teina
fFBeD,tua-'ana
fFByD,teina
fMZeD,tua-'ana
fMZyD,teina
fFZeD,tua-'ana
fFZyD,teina
