parameter,word
mM,māmā
mF,metua
mMeB,'akapāpā
mFeB,'akapāpā
meZ,tua'ine
mMBeS,tuakana
mMeBS,tuakana
mMyBS,tuakana
mFBeS,tuakana
mFeBS,tuakana
mFyBS,tuakana
mMZeS,tuakana
mMeZS,tuakana
mMyZS,tuakana
mFZeS,tuakana
mFeZS,tuakana
mFyZS,tuakana
mMBeD,tua'ine
mMeBD,tua'ine
mMyBD,tua'ine
mFBeD,tua'ine
mFeBD,tua'ine
mFyBD,tua'ine
mMZeD,tua'ine
mMeZD,tua'ine
mMyZD,tua'ine
mFZeD,tua'ine
mFeZD,tua'ine
mFyZD,tua'ine
feB,tungāne
feZ,tuakana
fyZ,teina
fMBeS,tungāne
fMeBS,tungāne
fMyBS,tungāne
fFBeS,tungāne
fFeBS,tungāne
fFyBS,tungāne
fMZeS,tungāne
fMeZS,tungāne
fMyZS,tungāne
fFZeS,tungāne
fFeZS,tungāne
fFyZS,tungāne
fMBeD,tuakana
fMeBD,tuakana
fMyBD,tuakana
fFBeD,tuakana
fFeBD,tuakana
fFyBD,tuakana
fMZeD,tuakana
fMeZD,tuakana
fMyZD,tuakana
fFZeD,tuakana
fFeZD,tuakana
fFyZD,tuakana
