parameter,word
mM,mā
mF,pīü
mMeB,māmo
mFeB,bābo
mFyB,chācho
mMeZ,māsī
mFeZ,phuphi
meB,dādo
myB,bhāu
meZ,dādī
myZ,bheṇu
mMBeS,māroṭu
mMeBS,māroṭu
mMyBS,māroṭu
mFBeS,sauṭo
mFeBS,sauṭo
mFyBS,sauṭo
mMZeS,masātu
mMeZS,masātu
mMyZS,masātu
mFZeS,puphāṭu
mFeZS,puphāṭu
mFyZS,puphāṭu
mMBeD,māroṭi
mMeBD,māroṭi
mMyBD,māroṭi
mFBeD,sauṭi
mFeBD,sauṭi
mFyBD,sauṭi
mMZeD,māsāti
mMeZD,māsāti
mMyZD,māsāti
mFZeD,puphāṭī
mFeZD,puphāṭī
mFyZD,puphāṭī
