parameter,word
mM,meme
mF,tata
mMeB,choo
mFeB,choo
mMeZ,lëlë
mFeZ,lëlë
meZ,yee
mMBeS,pii
mMByS,paa
mFBeS,pii
mFByS,paa
mMZeS,pii
mMZyS,paa
mFZeS,pii
mFZyS,paa
mMBeD,yee
mFBeD,yee
mMZeD,yee
mFZeD,yee
feB,pipi
fyB,dyama
feZ,neshu
fyZ,dyama
fMBeS,pipi
fMByS,dyama
fFBeS,pipi
fFByS,dyama
fMZeS,pipi
fMZyS,dyama
fFZeS,pipi
fFZyS,dyama
fMBeD,neshu
fMByD,dyama
fFBeD,neshu
fFByD,dyama
fMZeD,neshu
fMZyD,dyama
fFZeD,neshu
fFZyD,dyama
