parameter,word
mM,ebel
mF,enso
mMeB,ebelaɬul was̄
mFeB,insol was̄
mMeZ,ebelaɬul yas̄
mFeZ,ensol (insol) yas̄
meB,was̄
myB,hitʼino was̄
meZ,yas̄
myZ,hitʼine yas̄
mMBeS,yas̄ʕal
mMeBS,yas̄ʕal
mMyBS,yas̄ʕal
mFBeS,yas̄ʕal
mFeBS,yas̄ʕal
mFyBS,yas̄ʕal
mMZeS,yas̄ʕal
mMeZS,yas̄ʕal
mMyZS,yas̄ʕal
mFZeS,yas̄ʕal
mFeZS,yas̄ʕal
mFyZS,yas̄ʕal
mMBeD,yas̄ʕal
mMeBD,yas̄ʕal
mMyBD,yas̄ʕal
mFBeD,yas̄ʕal
mFeBD,yas̄ʕal
mFyBD,yas̄ʕal
mMZeD,yas̄ʕal
mMeZD,yas̄ʕal
mMyZD,yas̄ʕal
mFZeD,yas̄ʕal
mFeZD,yas̄ʕal
mFyZD,yas̄ʕal
