parameter,word
mM,mɑdær
mF,pedær
mMeB,dãi
mFB,[æmm]
mMeZ,xãle
mFeZ,amme
meB,[dɑdɑš]
myB,[uka]
meZ,hæmšire
myZ,apa
mMBeS,pesar-e-dãi
mMeBS,pesar-e-dãi
mMyBS,pesar-e-dãi
mFBeS,pesar-e-amu
mFeBS,pesar-e-amu
mFyBS,pesar-e-amu
mMZeS,pesar-e-xãle
mMeZS,pesar-e-xãle
mMyZS,pesar-e-xãle
mFZeS,pesar-e-amme
mFeZS,pesar-e-amme
mFyZS,pesar-e-amme
mMBeD,doxtar-e-dãi
mMeBD,doxtar-e-dãi
mMyBD,doxtar-e-dãi
mFBeD,doxtar-e-amu
mFeBD,doxtar-e-amu
mFyBD,doxtar-e-amu
mMZeD,doxtar-e-xãle
mMeZD,doxtar-e-xãle
mMyZD,doxtar-e-xãle
mFZeD,doxtar-e-amme
mFeZD,doxtar-e-amme
mFyZD,doxtar-e-amme
fFeB,amu
