parameter,word
mM,awin
mF,kamam
mMeB,me
mFeB,kma beba
mFyB,kma kasun
mMeZ,sna beba
mMyZ,sna kasun
mFeZ,mebin
meZ,srar
mMBeS,naek
mMByS,naek
mFBeS,naek
mFByS,naek
mMZeS,napirem
mFZeS,napirem
mMBeD,naek
mMByD,naek
mFBeD,naek
mFByD,naek
mMZeD,napirem
mFZeD,napirem
feB,srar
feZ,naek
fyZ,naek
fMBeS,napirem
fFBeS,napirem
fMZeS,naek
fMZyS,naek
fFZeS,naek
fFZyS,naek
fMBeD,napirem
fFBeD,napirem
fMZeD,naek
fMZyD,naek
fFZeD,naek
fFZyD,naek
