parameter,word
mM,dihneʔte
mF,ahme-mayeʔne
meB,ahmi-ʔyasa
meZ,ahmi-yasaʔka
mMBeS,pataʔweʔname
mMeBS,pataʔweʔname
mMyBS,pataʔweʔname
mFBeS,pataʔweʔname
mFeBS,pataʔweʔname
mFyBS,pataʔweʔname
mMZeS,pataʔweʔname
mMeZS,pataʔweʔname
mMyZS,pataʔweʔname
mFZeS,pataʔweʔname
mFeZS,pataʔweʔname
mFyZS,pataʔweʔname
mMBeD,pataʔweʔname
mMeBD,pataʔweʔname
mMyBD,pataʔweʔname
mFBeD,pataʔweʔname
mFeBD,pataʔweʔname
mFyBD,pataʔweʔname
mMZeD,pataʔweʔname
mMeZD,pataʔweʔname
mMyZD,pataʔweʔname
mFZeD,pataʔweʔname
mFeZD,pataʔweʔname
mFyZD,pataʔweʔname
