parameter,word
mM,indo
mF,tuˀa
mMeB,lakiˀama
mFeB,lakiˀama
mMeZ,lakiˀina
mFeZ,lakiˀina
meZ,tukaka
myZ,tuai
mMBeS,poteha
mMeBS,poteha
mMyBS,poteha
mFBeS,poteha
mFeBS,poteha
mFyBS,poteha
mMZeS,poteha
mMeZS,poteha
mMyZS,poteha
mFZeS,poteha
mFeZS,poteha
mFyZS,poteha
mMBeD,poteha
mMeBD,poteha
mMyBD,poteha
mFBeD,poteha
mFeBD,poteha
mFyBD,poteha
mMZeD,poteha
mMeZD,poteha
mMyZD,poteha
mFZeD,poteha
mFeZD,poteha
mFyZD,poteha
feB,tukaka
fyB,tuai
