parameter,word
mM,iyo
mF,taata
mMeB,baba
mFeB,baba mʊdudi
mMeZ,mama mʊdudi
mFeZ,mama
meB,mukulu
myB,mudidi
mZ,irumbʊ
mMBeS,binamʊ
mMeBS,binamʊ
mMyBS,binamʊ
mFBeS,binamʊ
mFeBS,binamʊ
mFyBS,binamʊ
mMZeS,binamʊ
mMeZS,binamʊ
mMyZS,binamʊ
mFZeS,mwaniitu
mFeZS,mwaniitu
mFyZS,mwaniitu
mMBeD,binamʊ
mMeBD,binamʊ
mMyBD,binamʊ
mFBeD,binamʊ
mFeBD,binamʊ
mFyBD,binamʊ
mMZeD,binamʊ
mMeZD,binamʊ
mMyZD,binamʊ
mFZeD,binamʊ
mFeZD,binamʊ
mFyZD,binamʊ
fB,irumbʊ
feZ,mukulu
fyZ,mudidi
fFZeS,binamʊ
fFeZS,binamʊ
fFyZS,binamʊ
fFZeD,mwaniituaanyu
fFeZD,mwaniituaanyu
fFyZD,mwaniituaanyu
